airbnb_listing_id,occ,adr,rev,n,number_of_reviews,star_rating,number_of_bedrooms,number_of_guests,listing_type,is_professional,picture_count,cleaning_fee,min_nights,suburb,latitude,longitude,rb
29800671,0.8743206531008921,594.996119895673,55061.468429172186,105,120.0,4.800000190734863,3.0,8.0,apartamento,False,40.0,196.0,0.0,Meia Praia,-27.13655,-48.5951,30+
29870406,0.4550043111078019,789.8566882185738,39255.360762961485,105,25.0,4.960000038146973,3.0,11.0,apartamento,False,19.0,250.0,0.0,Meia Praia,-27.12975,-48.60284,11-30
30032994,0.8577457708953793,397.63199898003256,36139.31446742909,105,11.0,5.0,2.0,8.0,apartamento,False,19.0,280.0,0.0,Meia Praia,-27.131000518798828,-48.60100173950195,11-30
30085847,0.4824144140509567,554.3561599336277,29143.35238202226,105,34.0,4.880000114440918,2.0,5.0,apartamento,False,52.0,290.0,0.0,Meia Praia,-27.14368,-48.58887,30+
30098696,0.9874260363525007,226.12725186378066,23462.994138290847,105,25.0,5.0,1.0,2.0,casa,,28.0,0.0,0.0,Casa Branca,-27.095609664916992,-48.6214485168457,11-30
30105402,0.22361494483386507,777.9364783896373,19403.052609405622,105,12.0,4.75,3.0,8.0,apartamento,False,27.0,350.0,0.0,Meia Praia,-27.13775,-48.59519,11-30
30153564,0.8965972401961319,441.1043991305487,41799.177817572156,105,39.0,4.900000095367432,2.0,6.0,apartamento,False,56.0,300.0,0.0,Meia Praia,-27.14334,-48.58953,30+
30209117,0.890701736934666,486.5612945373977,45821.129640830375,105,16.0,4.940000057220459,3.0,9.0,apartamento,False,11.0,160.0,0.0,Meia Praia,-27.12226,-48.606,11-30
30271062,0.41666616809323354,539.6752861488859,24642.73274001981,105,6.0,5.0,2.0,6.0,apartamento,False,30.0,250.0,0.0,Meia Praia,-27.1336,-48.59922,3-10
30332330,0.8697940030607493,403.94353733347634,37198.87656470604,105,57.0,4.670000076293945,2.0,6.0,apartamento,False,48.0,150.0,0.0,Centro,-27.09807,-48.61547,30+
30354217,0.9582147135065826,398.1857050425486,40166.64478558485,105,36.0,4.559999942779541,3.0,8.0,apartamento,False,29.0,200.0,0.0,Meia Praia,-27.12409,-48.60721,30+
30402651,0.7732642649216361,581.7393628587216,47940.463739196006,105,10.0,5.0,2.0,6.0,apartamento,False,19.0,200.0,0.0,Meia Praia,-27.1350097656,-48.6000709534,3-10
30491733,0.855202988900498,861.8832689902174,78114.42848830725,105,18.0,4.940000057220459,4.0,9.0,apartamento,False,51.0,350.0,0.0,Meia Praia,-27.11791,-48.60875,11-30
30493854,0.9166683144613448,515.5168254833301,49879.23369852181,105,19.0,4.889999866485596,3.0,6.0,apartamento,False,20.0,260.0,0.0,Meia Praia,-27.13426,-48.59919,11-30
30494198,0.5345582909256101,440.6322487717277,25558.511466346463,105,29.0,4.789999961853027,3.0,7.0,apartamento,False,12.0,280.0,0.0,Meia Praia,-27.134,-48.599,11-30
30519162,0.1770663370790954,3801.8974081146216,75420.05076125523,105,13.0,5.0,4.0,8.0,casa,False,16.0,900.0,0.0,Canto da Praia,-27.09379,-48.60215,11-30
30560948,0.5261365797751547,887.885312826954,50724.40580300923,105,10.0,5.0,3.0,6.0,apartamento,False,23.0,300.0,0.0,Meia Praia,-27.12092,-48.60609,3-10
30617740,0.592244010613596,596.0788959714629,38130.505025745006,105,22.0,4.909999847412109,3.0,8.0,apartamento,False,34.0,350.0,0.0,Meia Praia,-27.12086,-48.60717,11-30
30756202,0.4166661680932336,569.5054960427825,26004.844196409886,105,17.0,4.760000228881836,2.0,6.0,apartamento,False,19.0,350.0,0.0,Meia Praia,-27.13915061950684,-48.59531021118164,11-30
30785010,0.8697940030607493,545.5086076705068,50235.50443627343,105,46.0,4.829999923706055,2.0,6.0,apartamento,False,23.0,280.0,0.0,Meia Praia,-27.13524,-48.59563,30+
30795921,0.9696640372835644,1680.2245427111777,171393.39302939357,105,8.0,5.0,3.0,8.0,apartamento,False,34.0,250.0,0.0,Meia Praia,-27.13181,-48.6035,3-10
30910938,0.8697940030607493,534.6816498048694,49238.457492847214,105,46.0,4.929999828338623,2.0,6.0,apartamento,False,18.0,300.0,0.0,Meia Praia,-27.12907,-48.60141,30+
30922946,0.5012284485207096,197.26010245853217,10757.84184327016,105,92.0,4.980000019073486,1.0,2.0,outros,False,19.0,50.0,0.0,Meia Praia,-27.14261,-48.59479,30+
31055581,0.810804964525292,456.0936200499879,39308.55797386605,105,66.0,4.789999961853027,2.0,6.0,apartamento,False,39.0,315.0,0.0,Meia Praia,-27.13226318359375,-48.59761047363281,30+
31059537,0.7275684949439916,832.69571701282,64776.19934177012,105,61.0,4.980000019073486,3.0,8.0,apartamento,False,40.0,250.0,0.0,Centro,-27.10646,-48.61335,30+
31069380,0.9731343938631396,692.4437155526373,70871.02405441749,105,58.0,4.840000152587891,3.0,6.0,apartamento,False,24.0,350.0,0.0,Meia Praia,-27.12714,-48.60851,30+
31084342,0.7913990764733042,834.1356635677545,70263.44540934931,105,5.0,5.0,4.0,12.0,apartamento,False,25.0,500.0,0.0,Meia Praia,-27.1397399902,-48.5957984924,3-10
31115702,0.860773077583851,370.41689957132974,33777.84847095248,105,27.0,4.590000152587891,2.0,7.0,apartamento,False,10.0,200.0,0.0,Meia Praia,-27.13937,-48.59383,11-30
31122806,0.9627053632374338,480.3161681082467,48664.8292565422,105,,,,,,,,,,,,,
31141252,0.9147403833368627,409.3348904617545,39527.12631708323,105,84.0,4.960000038146973,2.0,5.0,apartamento,False,29.0,250.0,0.0,Meia Praia,-27.12152,-48.60787,30+
31167122,0.2616975961651289,9687.91798965836,281770.55608929315,105,13.0,4.769999980926514,2.0,6.0,apartamento,False,11.0,180.0,0.0,Meia Praia,-27.12486,-48.6083,11-30
31169655,0.6893206696883207,436.73369720566217,32277.76751095151,105,27.0,5.0,2.0,6.0,apartamento,False,23.0,210.0,0.0,Meia Praia,-27.13388,-48.59679,11-30
31278015,0.8037369162075058,547.0082321754593,46755.76239202785,105,14.0,4.429999828338623,3.0,8.0,apartamento,False,16.0,250.0,0.0,Meia Praia,-27.12911,-48.60287,11-30
31284638,0.9503804235893651,929.8595436403425,93077.82967216133,105,21.0,5.0,3.0,8.0,apartamento,True,32.0,300.0,0.0,Centro,-27.09808,-48.61508,11-30
31380471,0.6955236044456868,886.9133681805022,66108.96470294014,105,27.0,4.670000076293945,3.0,7.0,apartamento,False,35.0,250.0,0.0,Meia Praia,-27.12558,-48.60579,11-30
31397917,0.9819827604964988,332.98201844256084,34371.38645398424,105,213.0,4.900000095367432,1.0,3.0,apartamento,False,8.0,0.0,0.0,Meia Praia,-27.13105,-48.60793,30+
31430342,0.7126643078757546,485.2523850142425,37014.86490006895,105,12.0,5.0,2.0,7.0,apartamento,False,16.0,250.0,0.0,Meia Praia,-27.13026,-48.60684,11-30
31441134,0.08490249040283136,1533.0474451269095,14711.112107339055,105,9.0,5.0,4.0,11.0,apartamento,False,31.0,450.0,0.0,Meia Praia,-27.13541,-48.59883,3-10
31454750,0.769997956094438,529.3845939222974,43451.63910429222,105,38.0,4.949999809265137,2.0,4.0,apartamento,False,34.0,300.0,0.0,Canto da Praia,-27.09186,-48.60839,30+
31511990,0.31890741778860093,509.16058700955983,17950.70093305274,105,51.0,4.920000076293945,2.0,5.0,casa,False,18.0,100.0,0.0,Sertaozinho,-27.08377,-48.61115,30+
31530689,0.5002148181084021,739.1408319316946,40231.88517355451,105,24.0,4.920000076293945,3.0,6.0,apartamento,False,47.0,0.0,0.0,Meia Praia,-27.1422,-48.59011,11-30
31543199,0.929416286412893,828.36801750052,81197.61840210238,105,27.0,5.0,3.0,7.0,apartamento,False,15.0,200.0,0.0,Meia Praia,-27.13332,-48.59783,11-30
31560419,0.9253598856249613,491.31675196541426,47961.70548656264,105,16.0,5.0,2.0,6.0,apartamento,False,30.0,220.0,0.0,Centro,-27.09713,-48.61486,11-30
31682871,0.9071194269598304,330.2262481122682,31637.95436876052,105,59.0,4.679999828338623,2.0,5.0,apartamento,False,21.0,180.0,0.0,Centro,-27.09026,-48.61435,30+
31859744,0.6332885347069388,515.5686141692292,35154.31860616078,105,22.0,5.0,2.0,6.0,apartamento,False,32.0,300.0,0.0,Meia Praia,-27.11998,-48.60809,11-30
31945494,0.7929502547481149,574.407697145254,48474.88157397595,105,32.0,4.78000020980835,3.0,8.0,apartamento,False,14.0,100.0,0.0,Meia Praia,-27.12986,-48.60147,30+
31972121,0.7063100263334593,358.59359806723523,27122.03754572907,105,11.0,4.639999866485596,2.0,5.0,apartamento,False,6.0,150.0,0.0,Meia Praia,-27.13233,-48.60051,11-30
32134287,0.2775024821767154,646.2527751147007,19901.834235982038,105,83.0,4.960000038146973,2.0,5.0,apartamento,False,45.0,200.0,0.0,Meia Praia,-27.13299,-48.60651,30+
32185033,0.9307284457857175,1303.1766503949293,127908.54860145506,105,28.0,4.929999828338623,4.0,15.0,casa,False,84.0,500.0,0.0,Sertao do Trombudo,-27.1254,-48.63112,11-30
32234626,0.9127206028057234,455.3091046323624,43875.225625234714,105,44.0,4.929999828338623,3.0,6.0,casa,True,31.0,283.0,0.0,Meia Praia,-27.141569,-48.594418,30+
32371924,0.9643777353290129,614.859014540069,62398.16288228431,105,30.0,4.929999828338623,3.0,8.0,apartamento,False,56.0,250.0,0.0,Centro,-27.1050300598,-48.6139183044,11-30
32443120,0.9860372087002044,451.24520585788093,46759.42724303775,105,12.0,4.920000076293945,2.0,5.0,apartamento,False,17.0,250.0,0.0,Meia Praia,-27.13206,-48.60071,11-30
32486859,0.8909301624446296,1024.721932800954,96524.85276349659,105,70.0,4.889999866485596,4.0,8.0,apartamento,False,129.0,400.0,0.0,Meia Praia,-27.14191,-48.59225,30+
32585103,0.878690970448703,441.7385835683267,41071.38924419232,105,75.0,4.909999847412109,2.0,5.0,apartamento,False,19.0,250.0,0.0,Meia Praia,-27.13984,-48.59174,30+
32592683,0.8947398175530679,1205.5039062536557,114011.03456475126,105,10.0,5.0,4.0,12.0,casa,False,24.0,300.0,0.0,Morretes,-27.11100006103516,-48.61100006103516,3-10
32600458,0.8984239604837165,629.6900681765546,59784.07280515512,105,31.0,4.900000095367432,3.0,8.0,apartamento,False,11.0,350.0,0.0,Meia Praia,-27.13826,-48.59214,30+
32606991,0.6839898811871494,605.374935068865,44413.043811166644,105,22.0,4.769999980926514,3.0,8.0,apartamento,False,20.0,190.0,0.0,Meia Praia,-27.13012,-48.6046,11-30
32697747,0.933874849640932,370.3762671701774,36468.50498078469,105,65.0,4.889999866485596,2.0,5.0,apartamento,False,29.0,300.0,0.0,Meia Praia,-27.13467,-48.59709,30+
32766950,0.8738743464297509,370.4405520968797,34264.40676841744,105,11.0,4.820000171661377,2.0,6.0,apartamento,False,14.0,250.0,0.0,Centro,-27.09755,-48.6148,11-30
32990586,0.5428667370218159,1031.3173640793732,60709.67143968471,105,23.0,4.960000038146973,3.0,6.0,apartamento,False,23.0,350.0,0.0,Meia Praia,-27.13829,-48.5921,11-30
33336758,0.9345506670946035,454.9523988634702,44826.64538616865,105,29.0,4.860000133514404,2.0,6.0,apartamento,False,27.0,250.0,0.0,Meia Praia,-27.13058,-48.60356,11-30
34218930,0.8499760937146786,769.5560190500212,69344.52692406253,105,20.0,4.900000095367432,3.0,8.0,apartamento,False,63.0,300.0,0.0,Meia Praia,-27.13172,-48.60031,11-30
34540951,0.7515419935617582,622.6802745693619,49949.28938629474,105,67.0,4.869999885559082,3.0,8.0,apartamento,False,111.0,400.0,0.0,Meia Praia,-27.12384,-48.60459,30+
34866449,0.7891659313137892,501.9081129608033,42165.474565623204,105,23.0,4.829999923706055,3.0,8.0,apartamento,False,22.0,150.0,0.0,Meia Praia,-27.14122,-48.59192,11-30
35481220,0.3688728975905603,720.2274439236057,29237.820337369703,105,17.0,4.940000057220459,3.0,6.0,apartamento,False,19.0,300.0,0.0,Meia Praia,-27.14024,-48.59128,11-30
35826155,0.977221554085378,715.807991636442,73551.31569811661,105,32.0,4.909999847412109,2.0,6.0,apartamento,False,44.0,250.0,0.0,Meia Praia,-27.137910842895508,-48.60295867919922,30+
35912580,0.9294174893506099,390.75447894906824,38302.265451471794,105,13.0,5.0,3.0,8.0,apartamento,False,49.0,260.0,0.0,Meia Praia,-27.1269,-48.60522,11-30
35934720,0.9888152928942624,433.01458771901713,44989.00064008655,105,14.0,4.929999828338623,2.0,4.0,apartamento,False,2.0,250.0,0.0,Canto da Praia,-27.08966,-48.60553,11-30
36032020,0.980805473447598,687.8960719978304,70926.71548988017,105,19.0,4.840000152587891,3.0,8.0,apartamento,True,20.0,300.0,0.0,Meia Praia,-27.11728,-48.60799,11-30
36632832,0.6658487444121027,566.940903513671,40544.85399677867,105,41.0,4.849999904632568,3.0,8.0,apartamento,False,19.0,250.0,0.0,Meia Praia,-27.1354503632,-48.5957489014,30+
36698654,0.3547613655164853,1864.338007337201,72880.12290847977,105,14.0,4.789999961853027,4.0,12.0,apartamento,False,30.0,300.0,0.0,Meia Praia,-27.12145,-48.60714,11-30
36908385,0.9723844994121359,619.6840998237946,63378.22862732859,105,22.0,4.820000171661377,3.0,7.0,apartamento,True,26.0,350.0,0.0,Meia Praia,-27.12426,-48.60745,11-30
37118794,0.8389261823360563,1081.042494598597,96217.45654651901,105,6.0,5.0,3.0,6.0,apartamento,False,13.0,350.0,0.0,Meia Praia,-27.12267,-48.60619,3-10
37153670,0.8332480592604603,434.15451115222874,38394.79313483715,105,25.0,4.920000076293945,3.0,8.0,apartamento,False,27.0,200.0,0.0,Meia Praia,-27.122,-48.607,11-30
37347085,0.23289854201530746,508.4203103140655,13195.716272001782,105,41.0,4.710000038146973,3.0,6.0,apartamento,False,24.0,250.0,0.0,Meia Praia,-27.14369,-48.58791,30+
37487828,0.9166683144613449,477.14931389989425,46166.955103333996,105,96.0,4.980000019073486,3.0,8.0,apartamento,False,31.0,250.0,0.0,Meia Praia,-27.13755,-48.59893,30+
37494985,0.4363073680630346,921.8778340795947,44004.38028296429,105,22.0,4.639999866485596,3.0,6.0,apartamento,False,22.0,350.0,0.0,Meia Praia,-27.13897,-48.59139,11-30
37708447,0.9357879473627331,812.9300691815802,80198.05640818576,105,95.0,4.989999771118164,3.0,10.0,apartamento,False,69.0,300.0,0.0,Meia Praia,-27.13962,-48.59076,30+
37744392,0.3623422562067225,715.2789098985925,28539.529263135613,105,10.0,5.0,3.0,6.0,apartamento,False,20.0,100.0,0.0,Meia Praia,-27.13167,-48.60139,3-10
37989675,0.7181610400051874,459.2339120037308,35286.297394607274,105,20.0,4.849999904632568,2.0,6.0,apartamento,False,13.0,300.0,0.0,Meia Praia,-27.13782,-48.59363,11-30
38262480,0.9590926908354137,1222.4187857161903,123416.63129220907,105,45.0,4.869999885559082,4.0,8.0,apartamento,False,34.0,250.0,0.0,Meia Praia,-27.14075,-48.59029,30+
38319706,0.542866737021816,580.8451542944068,34192.11166489434,105,40.0,5.0,3.0,7.0,apartamento,False,29.0,350.0,0.0,Meia Praia,-27.14247,-48.59146,30+
38447436,0.0546529037801166,996.0346807091735,6170.132783551421,105,19.0,4.840000152587891,3.0,7.0,apartamento,True,26.0,350.0,0.0,Meia Praia,-27.13797,-48.59189,11-30
38514587,0.17905585593145387,890.5252791545279,17860.871529333435,105,9.0,5.0,4.0,7.0,apartamento,False,16.0,300.0,0.0,Meia Praia,-27.12364,-48.60868,3-10
38616586,0.9127206028057234,416.6766976495342,40152.46771072715,105,7.0,5.0,3.0,8.0,apartamento,False,19.0,300.0,0.0,Meia Praia,-27.125280380249023,-48.60651016235352,3-10
38638326,0.6194281960088348,684.7476445489971,45716.54335955903,105,106.0,4.980000019073486,3.0,6.0,apartamento,False,33.0,300.0,0.0,Meia Praia,-27.13142,-48.60489,30+
38693604,0.7813712499336893,635.1984742505854,52864.814711553474,105,20.0,4.849999904632568,3.0,8.0,apartamento,False,17.0,300.0,0.0,Meia Praia,-27.13587951660156,-48.59550857543945,11-30
38695314,0.8417660224962294,604.4657214849665,53971.866965957146,105,62.0,4.849999904632568,3.0,9.0,apartamento,False,20.0,200.0,0.0,Meia Praia,-27.14043,-48.59737,30+
38730549,0.6531789108429817,854.2233023619723,59984.50129166388,105,37.0,4.96999979019165,3.0,8.0,apartamento,True,58.0,300.0,0.0,Meia Praia,-27.12700080871582,-48.608001708984375,30+
38800430,0.9572422241991433,411.0882772317251,41428.62820500111,105,53.0,4.980000019073486,3.0,7.0,apartamento,False,40.0,150.0,0.0,Meia Praia,-27.13278,-48.60149,30+
38852725,0.8141732046155117,552.0233294296928,47762.92136892179,105,44.0,4.980000019073486,3.0,8.0,apartamento,False,25.0,200.0,0.0,Meia Praia,-27.12819,-48.60244,30+
38899673,0.5510600317862983,573.443998310439,34243.319708051546,105,7.0,5.0,2.0,4.0,apartamento,False,30.0,245.0,0.0,Morretes,-27.11734,-48.61156,3-10
38957661,0.9037263835541288,574.5449875680873,54851.53558930501,105,23.0,4.829999923706055,3.0,8.0,apartamento,False,23.0,350.0,0.0,Meia Praia,-27.1285,-48.60494,11-30
38980085,0.37864677498018856,1009.3088741778605,42022.19121278368,105,13.0,5.0,3.0,8.0,apartamento,False,16.0,350.0,0.0,Meia Praia,-27.14055,-48.59169,11-30
38998610,0.6426180870495565,216.2389352720476,14950.962422209333,105,13.0,4.849999904632568,1.0,3.0,casa,False,12.0,100.0,0.0,Meia Praia,-27.14459,-48.60141,11-30
39007372,0.14624765781585647,1124.788847288135,18483.760567981157,105,9.0,5.0,3.0,6.0,apartamento,False,15.0,250.0,0.0,Meia Praia,-27.1390209198,-48.5993270874,3-10
39051477,0.17058755303816234,1568.6943976886512,29998.88075011886,105,10.0,4.800000190734863,4.0,10.0,apartamento,False,41.0,450.0,0.0,Meia Praia,-27.13168,-48.59845,3-10
39059902,0.3802419916218808,491.0205946458202,20526.673714104465,105,14.0,4.860000133514404,3.0,8.0,apartamento,False,21.0,200.0,0.0,Meia Praia,-27.1259,-48.60931,11-30
39109062,0.6400379708275716,1594.51620714786,109825.21587665592,105,12.0,4.920000076293945,4.0,12.0,apartamento,False,43.0,450.0,0.0,Meia Praia,-27.13907,-48.59437,11-30
39145712,0.961783616902703,820.1604015448829,83022.5154635724,105,166.0,4.900000095367432,3.0,8.0,apartamento,False,72.0,150.0,0.0,Morretes,-27.1154308319,-48.6085090637,30+
39316910,0.9838801672153893,743.319343386144,76866.82572869984,105,52.0,4.789999961853027,4.0,10.0,apartamento,False,30.0,300.0,0.0,Meia Praia,-27.12098,-48.6058,30+
39363955,0.8452082756141203,427.2813058436662,38298.48565398725,105,6.0,5.0,2.0,7.0,apartamento,False,18.0,200.0,0.0,Meia Praia,-27.13961,-48.59398,3-10
39394196,0.9674856625984336,424.0547925692966,43164.93677081699,105,16.0,4.809999942779541,3.0,8.0,apartamento,False,25.0,300.0,0.0,Meia Praia,-27.12137,-48.60851,11-30
39394644,0.37864677498018856,781.7259774956586,32546.863841934268,105,5.0,5.0,3.0,8.0,apartamento,False,26.0,300.0,0.0,Meia Praia,-27.12987,-48.59797,3-10
39414948,0.8038702821231061,620.5400848540911,53049.24360329658,105,72.0,4.960000038146973,3.0,8.0,apartamento,False,15.0,250.0,0.0,Meia Praia,-27.13277,-48.59753,30+
39420557,0.9370074565489294,731.8660657449884,72289.32352300444,105,7.0,5.0,3.0,8.0,apartamento,False,17.0,250.0,0.0,Meia Praia,-27.13242,-48.60324,3-10
39507664,0.9533975140604287,472.5911307981066,47446.95349564559,105,50.0,4.840000152587891,4.0,8.0,apartamento,False,32.0,275.0,0.0,Meia Praia,-27.12024,-48.60706,30+
39583346,0.9087751634211989,582.7310610654408,55925.57310869015,105,60.0,4.980000019073486,3.0,6.0,apartamento,False,82.0,250.0,0.0,Meia Praia,-27.12876,-48.60354,30+
39629644,0.9652218076314295,433.08639879612144,43987.34946457483,105,84.0,4.949999809265137,3.0,6.0,apartamento,False,23.0,350.0,0.0,Meia Praia,-27.1368,-48.6008,30+
39635217,0.9827122020863206,499.55171444808707,51601.17097429024,105,46.0,4.960000038146973,3.0,9.0,apartamento,False,27.0,350.0,0.0,Meia Praia,-27.13276,-48.59706,30+
39642773,0.8573989745981949,377.6138508447358,34306.854872638185,105,61.0,4.889999866485596,3.0,8.0,casa,False,89.0,300.0,0.0,Meia Praia,-27.14226,-48.59491,30+
39685785,0.7773576250295698,557.2033531166259,46148.33791036373,105,125.0,4.940000057220459,2.0,7.0,apartamento,False,31.0,220.0,0.0,Meia Praia,-27.14,-48.592,30+
39715668,0.8300804282061227,256.6287325048567,22613.72978851498,105,18.0,4.940000057220459,2.0,4.0,apartamento,False,15.0,200.0,0.0,Casa Branca,-27.09159,-48.61944,11-30
39745810,0.2682656586293075,2424.5354928619035,72242.36689277299,105,0.0,0.0,4.0,8.0,apartamento,False,0.0,700.0,0.0,Meia Praia,-27.1388312285142,-48.59243340790272,0
39820601,0.9365793291332424,401.5599429717707,39646.63068789455,105,23.0,4.739999771118164,2.0,6.0,apartamento,True,16.0,200.0,0.0,Meia Praia,-27.14094,-48.59568,11-30
39837626,0.9674856625984336,504.74908494697223,51378.884801315886,105,22.0,5.0,3.0,6.0,apartamento,False,18.0,350.0,0.0,Meia Praia,-27.12528419494629,-48.60732650756836,11-30
39972515,0.8417660224962294,370.87445526089476,33114.841832946964,105,140.0,4.829999923706055,2.0,6.0,apartamento,False,22.0,200.0,0.0,Meia Praia,-27.1346,-48.59988,30+
40023421,0.3786467749801882,491.1448215259275,20448.62789910833,105,11.0,4.730000019073486,2.0,6.0,apartamento,False,48.0,280.0,0.0,Morretes,-27.11765,-48.61065,11-30
40039627,0.5591365501312918,334.37740124564385,20246.960947886902,105,504.0,4.840000152587891,1.0,3.0,apartamento,True,8.0,35.0,0.0,Centro,-27.0902,-48.61245,30+
40191152,0.41666616809323354,1873.4676701343265,85546.55786007426,105,6.0,5.0,4.0,10.0,apartamento,False,35.0,250.0,0.0,Meia Praia,-27.13888,-48.59569,3-10
40209404,0.7066227411769445,353.1084568831245,26718.386762804268,105,373.0,4.860000133514404,1.0,4.0,apartamento,True,7.0,35.0,0.0,Centro,-27.09006,-48.61213,30+
40236441,0.8486760794818183,237.57151201171163,21376.635426802153,105,84.0,4.900000095367432,1.0,2.0,casa,True,22.0,80.0,0.0,Morretes,-27.1229,-48.61899,30+
40246675,0.929416286412893,370.31451911625606,36298.669645271446,105,38.0,4.820000171661377,2.0,7.0,apartamento,False,19.0,150.0,0.0,Meia Praia,-27.13311,-48.5991,30+
40250642,0.500214818108402,964.7622725916343,52512.5974562193,105,25.0,4.880000114440918,3.0,6.0,apartamento,False,22.0,350.0,0.0,Meia Praia,-27.13098,-48.60124,11-30
40289385,0.7318578734260816,2769.7909902796437,216668.12512469874,105,15.0,4.670000076293945,12.0,16.0,casa,False,61.0,700.0,0.0,Alto Sao Bento,-27.08592987060547,-48.62060928344727,11-30
40320100,0.5207216675649113,831.4896530911869,47034.45583793221,105,25.0,4.960000038146973,2.0,5.0,apartamento,False,12.0,0.0,0.0,Morretes,-27.1099,-48.6115,11-30
40342798,0.47336838660674996,680.9912452525625,35156.11898085935,105,14.0,5.0,3.0,6.0,apartamento,False,25.0,300.0,0.0,Meia Praia,-27.12416,-48.6064,11-30
40351988,0.8651038936651488,399.2084947090587,36575.95509154459,105,35.0,4.909999847412109,3.0,7.0,apartamento,False,17.0,200.0,0.0,Meia Praia,-27.1313705444336,-48.59917068481445,30+
40371384,0.2806102896066911,583.5950905268681,18168.25905163903,105,343.0,4.829999923706055,1.0,6.0,apartamento,True,7.0,60.0,0.0,Centro,-27.09208,-48.61173,30+
40391575,0.9911137436069279,7670.091975234004,798639.9868006923,105,46.0,4.78000020980835,2.0,4.0,apartamento,False,9.0,190.0,0.0,Morretes,-27.11888,-48.61286,30+
40400432,0.6339229057971574,594.985218153241,40608.05518497994,105,34.0,4.820000171661377,3.0,8.0,apartamento,False,50.0,250.0,0.0,Ilhota,-27.06431007385254,-48.59523010253906,30+
40449599,0.732553764634473,620.7001325286319,48598.28221886787,105,34.0,4.849999904632568,3.0,8.0,apartamento,False,72.0,300.0,0.0,Meia Praia,-27.12394,-48.6073,30+
40532740,0.9205567197618078,359.7353837070201,34945.38714357677,105,28.0,4.960000038146973,2.0,6.0,apartamento,False,20.0,200.0,0.0,Meia Praia,-27.13009,-48.60155,11-30
40560834,0.3786467749801882,708.3994177652647,29493.940408088343,105,293.0,4.860000133514404,2.0,9.0,apartamento,True,16.0,60.0,0.0,Centro,-27.0914,-48.61215,30+
40576710,0.769997956094438,587.2114408543251,48198.03957056348,105,10.0,4.800000190734863,4.0,10.0,casa,False,15.0,300.0,0.0,Meia Praia,-27.12091,-48.60825,3-10
40777141,0.9948585830283535,1342.575686076945,140290.0295738402,105,20.0,4.800000190734863,3.0,8.0,apartamento,True,30.0,350.0,0.0,Meia Praia,-27.13705,-48.5931,11-30
40794806,0.7980610651020051,627.4898476329714,53277.02861040715,105,41.0,5.0,1.0,2.0,casa,True,58.0,0.0,0.0,none,-27.09866,-48.6607,30+
40892344,0.847289819587209,471.54101688366785,42363.79113246536,105,38.0,4.820000171661377,3.0,8.0,apartamento,False,42.0,350.0,0.0,Meia Praia,-27.1310501099,-48.5999183655,30+
40899047,0.9199465228957516,343.08293254777817,33306.94980997681,105,57.0,4.960000038146973,2.0,6.0,apartamento,False,22.0,230.0,0.0,Meia Praia,-27.13476,-48.60678,30+
40910065,0.2847555386568057,601.4592221351531,18993.675323315034,105,10.0,5.0,0.0,8.0,apartamento,False,28.0,300.0,0.0,Meia Praia,-27.13818,-48.60005,3-10
40960741,0.42709796391233773,290.01752661771866,13562.094922377779,105,12.0,4.5,1.0,4.0,apartamento,False,29.0,200.0,0.0,Meia Praia,-27.1320334,-48.6044236,11-30
40971559,0.9513993586194427,709.5018290670521,71091.85629524401,105,10.0,4.900000095367432,3.0,8.0,apartamento,False,17.0,300.0,0.0,Meia Praia,-27.1299991607666,-48.60100173950195,3-10
41141790,0.9668800253393732,666.3490802658266,67788.40866539614,105,10.0,4.900000095367432,3.0,8.0,apartamento,False,24.0,330.0,0.0,Meia Praia,-27.13362,-48.59582,3-10
41147466,0.9253598856249613,638.4309802308918,62322.80606114365,105,42.0,4.860000133514404,0.0,6.0,apartamento,False,18.0,300.0,0.0,Meia Praia,-27.13412,-48.59637,30+
41193865,0.8360327917197049,452.8416704465523,40173.69222165253,105,46.0,4.71999979019165,3.0,7.0,apartamento,False,29.0,250.0,0.0,Meia Praia,-27.13144,-48.60254,30+
41227471,0.5510600317862983,689.9246418639559,41198.98395557125,105,34.0,5.0,3.0,7.0,apartamento,False,16.0,300.0,0.0,Meia Praia,-27.13434,-48.59926,30+
41260111,0.45500431110780176,1884.287973074365,93647.87975799816,105,6.0,5.0,4.0,11.0,apartamento,False,47.0,400.0,0.0,Meia Praia,-27.13599967956543,-48.595001220703125,3-10
41270247,0.9827122020863206,692.1706996570892,71497.7400405083,105,18.0,4.889999866485596,3.0,9.0,apartamento,False,21.0,250.0,0.0,Meia Praia,-27.1218795776,-48.6061210632,11-30
41285546,0.300112093696549,586.397125142998,19488.933577567634,105,37.0,4.96999979019165,3.0,8.0,apartamento,False,25.0,200.0,0.0,Meia Praia,-27.14166,-48.59257,30+
41404141,0.7929502547481149,747.7562869119118,63103.95496856444,105,5.0,5.0,3.0,6.0,apartamento,False,20.0,180.0,0.0,Meia Praia,-27.13329,-48.59653,3-10
41473656,0.9753311809026424,872.963859773598,89536.54569035886,105,43.0,4.880000114440918,4.0,10.0,apartamento,False,37.0,270.0,0.0,Meia Praia,-27.132999420166016,-48.59700012207031,30+
41478160,0.9591873409129883,430.9960301591224,43517.82856267394,105,7.0,5.0,2.0,6.0,apartamento,False,18.0,200.0,0.0,Meia Praia,-27.132890701293945,-48.60046005249024,3-10
