listing_id,link_url,listing_title,business_types,listing_type,property_type,sale_price,rental_price,rental_period,yearly_iptu,monthly_condo_fee,amenities,usable_area,bathrooms,bedrooms,parking_spaces,state,city,suburb,advertiser_name,portal,aquisition_date,dupkey,sub_raw,macro_zone,micro_zone,ppsm,am_pool,am_elevator,am_gym,am_grill,am_partyhall,am_playground,am_sauna,am_furnished,is_beachfront_title,bed_bucket,txt_dist_m,txt_frentemar,txt_quadra_mar,is_offplan,dist_beach_km,guests_est,rev_pred,capex,occ,opex,noi,gross_yield,net_yield,payback_yrs,condo_annual,n_comps
2733198814,https://www.vivareal.com.br/imovel/apartamento-2-quartos-meia-praia-bairros-itapema-com-garagem-94m2-venda-RS1100000-id-2733198814/,APARTAMENTO PARA VENDA EM MEIA PRAIA,Venda,apartamento,UNIT,1100000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""GOURMET_SPACE"", ""SERVICE_AREA"", ""PLAYGROUND"", ""CHILDRENS_POOL"", ""PARTY_HALL"", ""KITCHEN"", ""ADULT_GAME_ROOM""]",94,2,2,2,SC,Itapema,Meia Praia,Scheeren & Silveira Imobiliaria LTDA,GRUPOZAP,2025-01-11 00:00:00.000,Scheeren & Silveira Imobiliaria LTDA|1100000.0|94|2|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),11702.127659574468,1,1,1,1,1,1,0,0,0,2,,0,0,0,0.1595238489308625,6.0,124606.55539900069,1186950.0,0.7828146027546745,56997.04093004567,67609.51446895502,0.10498045865369282,0.05696070977627956,17.555961011153606,5988.0,132.0
2534061736,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-itapema-com-garagem-120m2-venda-RS1763156-id-2534061736/,APARTAMENTO A VENDA NO CENTRO ITAPEMA | 03 SUÍTES,Venda,apartamento,UNIT,1763156.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""GOURMET_SPACE"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""HEATING"", ""ESSENTIAL_PUBLIC_SERVICES"", ""ADULT_GAME_ROOM"", ""NEAR_PUBLIC_TRANSPORT"", ""SAUNA""]",120,3,3,2,SC,Itapema,Centro,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,Eraci Eponina Jaques de Oliveira|1763156.0|120|3|Centro,centro,Centro,Centro,14692.966666666667,1,1,1,1,0,0,1,0,0,3,,0,0,0,0.196202185867394,6.0,138271.88257797496,1865721.8339999998,0.7415089159550351,66431.01126015645,71840.87131781851,0.07411173523200296,0.03850567110735679,25.97020052479861,7200.0,45.0
2720508359,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-134m2-venda-RS2260000-id-2720508359/,EDIFÍCIO EVEREST,Venda,apartamento,UNIT,2260000.0,,,,,"[""POOL"", ""ELEVATOR"", ""GYM"", ""SERVICE_AREA"", ""PLAYGROUND"", ""CHILDRENS_POOL"", ""PARTY_HALL"", ""INTERNET_ACCESS"", ""KITCHEN"", ""INTERCOM"", ""ADULT_GAME_ROOM"", ""SAUNA""]",134,4,3,2,SC,Itapema,Meia Praia,Scheeren & Silveira Imobiliaria LTDA,GRUPOZAP,2025-01-11 00:00:00.000,Scheeren & Silveira Imobiliaria LTDA|2260000.0|134|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),16865.671641791047,1,1,1,0,1,1,1,0,0,3,,0,0,0,0.1595238489308625,8.0,143817.79940150955,2367690.0,0.7499232533344148,72299.04931631967,71518.75008518988,0.060741819833470406,0.03020612921674285,33.1058638074591,7200.0,269.0
2725402836,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-129m2-venda-RS2100000-id-2725402836/,"À venda em Itapema, Meia Praia! Frente Mar, 3 quartos (todos suítes) e 3 vagas de garagem.",Venda,apartamento,UNIT,2100000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""KITCHEN"", ""ADULT_GAME_ROOM"", ""SEA_VIEW""]",129,4,3,3,SC,Itapema,Castelo Branco,INVISTA NEGOCIOS IMOBILIARIOS LTDA - EPP,GRUPOZAP,2025-01-11 00:00:00.000,INVISTA NEGOCIOS IMOBILIARIOS LTDA - EPP|2100000.0|129|3|Castelo Branco,castelo branco,Meia Praia,Meia Praia (inland),16279.06976744186,1,1,1,1,1,1,0,0,1,3,,1,0,0,0.05,8.0,184779.4226371819,2205450.0,0.6996218625266132,77577.17361943601,107202.2490177459,0.08378309308176649,0.048607880032531185,20.572796002021537,6600.0,58.0
2613515520,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-128m2-venda-RS2999900-id-2613515520/,APARTAMENTO 03 SUÍTES A VENDA EM MEIA PRAIA,Venda,apartamento,UNIT,2999900.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""GOURMET_SPACE"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""HEATING"", ""ESSENTIAL_PUBLIC_SERVICES"", ""NEAR_PUBLIC_TRANSPORT"", ""ADULT_GAME_ROOM""]",128,3,3,3,SC,Itapema,Meia Praia,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,Eraci Eponina Jaques de Oliveira|2999900.0|128|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),23436.71875,1,1,1,1,0,0,0,0,0,3,,0,0,0,0.1595238489308625,8.0,148108.34683365523,3083002.35,0.7499232533344148,80038.22880274881,68070.11803090642,0.04804029644468329,0.022079165145919018,45.29156756567103,7200.0,269.0
2769181168,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-176m2-venda-RS2498170-id-2769181168/,Apartamento em Rua 234 - Meia praia - Itapema/SC,Venda,apartamento,UNIT,2498170.0,,,2400.0,1600.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""DEPOSIT"", ""ADULT_GAME_ROOM""]",176,5,4,3,SC,Itapema,Andorinha,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,USUÁRIO NEWCORE|2498170.0|176|4|Andorinha,andorinha,Meia Praia,Meia Praia (inland),14194.147727272728,1,1,1,1,1,1,0,0,0,4,,0,0,0,0.4580544642579884,10.0,176531.72632257486,2650663.005,0.5111659905117182,79918.73715866994,96612.98916390492,0.06659908331975035,0.03644861266093119,27.435886498689356,19200.0,8.0
2675654617,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-70m2-venda-RS890000-id-2675654617/,"Apto 02 Dorm, sendo 1 Suíte e 1 Vaga!",Venda,apartamento,UNIT,890000.0,,,,,"[""KITCHEN"", ""FURNISHED""]",70,1,2,1,SC,Itapema,Morretes,CONFIARI INVESTIMENTOS IMOBILIÁRIOS,GRUPOZAP,2025-01-11 00:00:00.000,CONFIARI INVESTIMENTOS IMOBILIÁRIOS|890000.0|70|2|Morretes,morretes,Morretes,Morretes,12714.285714285714,0,0,0,0,0,0,0,1,0,2,,0,0,0,0.3257284929846319,6.0,110168.19089628063,953085.0,0.695937838429473,48941.41717546023,61226.773720820405,0.115591149683691,0.06424062252665859,15.566474306581007,4200.0,51.0
2747718301,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-120m2-venda-RS3800000-id-2747718301/,"Apartamento frente mar, mobiliado com 3 suítes e 2 vagas em Itapema/SC",Venda,apartamento,UNIT,3800000.0,,,,550.0,"[""FURNISHED"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""AIR_CONDITIONING"", ""SERVICE_AREA"", ""BUILTIN_WARDROBE"", ""KITCHEN_CABINETS"", ""KITCHEN"", ""INTERCOM"", ""DINNER_ROOM"", ""HEATING"", ""SAFETY_CIRCUIT""]",120,4,3,2,SC,Itapema,Meia Praia,REDE MOI,GRUPOZAP,2025-01-11 00:00:00.000,REDE MOI|3800000.0|120|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),31666.666666666668,0,1,0,1,0,0,0,1,1,3,,1,0,0,0.05,7.0,160855.2444339648,3854699.9999999995,0.7499232533344148,89428.53832281072,71426.70611115408,0.041729640292101806,0.01852977043898464,53.96720932365723,6600.0,269.0
2716785830,https://www.vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-itapema-com-garagem-236m2-venda-RS4670000-id-2716785830/,REDENTOR RESIDENCIAL - ITAPEMA,Venda,apartamento,UNIT,4670000.0,,,,,"[""POOL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""SQUARE""]",236,5,4,3,SC,Itapema,Centro,MURAKAMI IMOVEIS PRIME,GRUPOZAP,2025-01-11 00:00:00.000,MURAKAMI IMOVEIS PRIME|4670000.0|236|4|Centro,centro,Centro,Centro,19788.13559322034,1,1,0,0,1,1,0,0,0,4,,0,0,0,0.196202185867394,12.0,182920.6067253308,4843455.0,0.8214485425251516,108387.41365604178,74533.19306928903,0.03776655439667155,0.01538843512932174,64.98386558452327,11880.0,5.0
2721918864,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-itapema-com-garagem-260m2-venda-RS7500000-id-2721918864/,Apartamento de luxo mobiliado com três quartos na Meia Praia em Itapema SC,Venda,apartamento,UNIT,7500000.0,,,1500.0,1000.0,"[""POOL"", ""FURNISHED"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""BALCONY"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""GARAGE"", ""AIR_CONDITIONING"", ""SERVICE_AREA"", ""PLAYGROUND"", ""GOURMET_BALCONY"", ""BARBECUE_BALCONY"", ""PARTY_HALL"", ""HOME_OFFICE"", ""BICYCLES_PLACE"", ""CONCIERGE_24H"", ""KITCHEN"", ""INTERCOM"", ""LAUNDRY"", ""DINNER_ROOM"", ""CABLE_TV"", ""CARETAKER"", ""EXTERIOR_VIEW"", ""ADULT_GAME_ROOM"", ""BAR"", ""SAUNA"", ""COPA"", ""BATHTUB"", ""WATCHMAN"", ""FITNESS_ROOM"", ""SPA"", ""SEA_VIEW""]",260,4,3,4,SC,Itapema,Morretes,Crédito Real | Bombinhas,GRUPOZAP,2025-01-11 00:00:00.000,Crédito Real | Bombinhas|7500000.0|260|3|Morretes,morretes,Morretes,Morretes,28846.153846153848,1,1,1,1,1,1,1,1,0,3,,0,0,0,0.3257284929846319,14.100000000000001,126999.5447163397,7635749.999999999,0.7608736780445532,89272.25910514971,37727.28561118999,0.016632229278897254,0.0049408749122469954,202.39330437637474,12000.0,10.0
2562265100,https://www.vivareal.com.br/imovel/apartamento-3-quartos-castelo-branco-bairros-itapema-com-garagem-121m2-venda-RS1144862-id-2562265100/,"Apartamento 3 dormitórios, Meia Praia, Itapema SC",Venda,apartamento,UNIT,1144862.0,,,,,"[""FURNISHED"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""LAUNDRY"", ""ESSENTIAL_PUBLIC_SERVICES"", ""NEAR_PUBLIC_TRANSPORT""]",121,2,3,2,SC,Itapema,Castelo Branco,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,Eraci Eponina Jaques de Oliveira|1144862.0|121|3|Castelo Branco,castelo branco,Meia Praia,Meia Praia (inland),9461.669421487602,0,1,0,1,0,0,0,1,0,3,,0,0,0,0.4580544642579884,7.0,130667.5869618046,1263157.743,0.6996218625266132,57872.02308436054,72795.56387744406,0.10344518543778154,0.05762982832575968,17.35212526310815,6600.0,58.0
2743479713,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tabuleiro-dos-oliveiras-bairros-itapema-com-garagem-60m2-venda-RS746000-id-2743479713/,APARTAMENTO À VENDA DE 02 QUARTOS EM ITAPEMA SC,Venda,apartamento,UNIT,746000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""GOURMET_BALCONY"", ""PARTY_HALL"", ""GAMES_ROOM"", ""ELECTRONIC_GATE"", ""DISABLED_ACCESS""]",60,1,2,1,SC,Itapema,Tabuleiro dos Oliveiras,PB IMÓVEIS,GRUPOZAP,2025-01-11 00:00:00.000,PB IMÓVEIS|746000.0|60|2|Tabuleiro dos Oliveiras,tabuleiro dos oliveiras,Tabuleiro dos Oliveiras,Tabuleiro dos Oliveiras,12433.333333333334,1,1,1,1,1,1,0,0,0,2,,0,0,0,0.2590425429259589,5.0,101238.76580549811,800469.0,0.7391983943446032,46526.88678820973,54711.87901728838,0.12647431169164342,0.06834977871383949,14.630625275126452,4200.0,12.0
2752588407,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-122m2-venda-RS1339111-id-2752588407/,Apartamento no bairro Meia Praia,Venda,apartamento,UNIT,1339111.0,,,100.0,,"[""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GARAGE"", ""GARDEN"", ""PARTY_HALL"", ""KITCHEN"", ""ELECTRIC_GENERATOR"", ""ADULT_GAME_ROOM""]",122,1,3,2,SC,Itapema,Meia Praia,Auxiliadora Predial - Gramado,GRUPOZAP,2025-01-11 00:00:00.000,Auxiliadora Predial - Gramado|1339111.0|122|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),10976.319672131149,0,1,0,1,1,0,0,0,0,3,,0,0,0,0.1595238489308625,7.0,147236.46734825982,1454041.8915000001,0.7499232533344148,58291.64905566973,88944.81829259009,0.10126012751693805,0.0611707398614451,16.347685221153966,7200.0,269.0
2599019701,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-69m2-venda-RS730000-id-2599019701/,APARTAMENTO A VENDA ITAPEMA | 2 SUÍTES,Venda,apartamento,UNIT,730000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""GOURMET_SPACE"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""HEATING"", ""ESSENTIAL_PUBLIC_SERVICES"", ""NEAR_PUBLIC_TRANSPORT"", ""ADULT_GAME_ROOM""]",69,2,2,1,SC,Itapema,Morretes,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,Eraci Eponina Jaques de Oliveira|730000.0|69|2|Morretes,morretes,Morretes,Morretes,10579.710144927536,1,1,1,1,0,0,0,0,0,2,,0,0,0,0.3257284929846319,5.0,96849.88893368385,795645.0,0.695937838429473,44789.756782940865,52060.13215074298,0.12172500164480873,0.06543135713885335,15.283192092101611,4200.0,51.0
2769844237,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-70m2-venda-RS949580-id-2769844237/,"Apartamento em Rua 406 C, esq. 412 e 414 - Morretes - Itapema/SC",Venda,apartamento,UNIT,949580.0,,,1100.0,550.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""DEPOSIT"", ""ADULT_GAME_ROOM""]",70,3,2,1,SC,Itapema,Morretes,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,USUÁRIO NEWCORE|949580.0|70|2|Morretes,morretes,Morretes,Morretes,13565.42857142857,1,1,1,1,1,1,0,0,0,2,,0,0,0,0.3257284929846319,6.0,98785.3832134981,1011264.87,0.695937838429473,46303.40263890372,52481.98057459439,0.0976849746728551,0.05189736352118549,19.26880157586003,6600.0,51.0
2700889300,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-70m2-venda-RS750000-id-2700889300/,APARTAMENTO BEM LOCALIZADO NO MORRETES,Venda,apartamento,UNIT,750000.0,,,750.0,330.0,"[""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""SERVICE_AREA"", ""KITCHEN"", ""INTERCOM""]",70,1,2,1,SC,Itapema,Morretes,Scheeren & Silveira Imobiliaria LTDA,GRUPOZAP,2025-01-11 00:00:00.000,Scheeren & Silveira Imobiliaria LTDA|750000.0|70|2|Morretes,morretes,Morretes,Morretes,10714.285714285714,0,1,0,1,0,0,0,0,0,2,,0,0,0,0.3257284929846319,6.0,98408.50588594603,816375.0,0.695937838429473,42309.9801733933,56098.52571255273,0.12054326245407566,0.06871661394892388,14.552521472366005,3960.0,51.0
2769149921,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-115m2-venda-RS1900000-id-2769149921/,Apartamento - 3 dormitórios - 1 Suíte - localizado em Itapema / Meia Praia REF: DW471336,Venda,apartamento,UNIT,1900000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""AIR_CONDITIONING"", ""PLAYGROUND"", ""GOURMET_BALCONY"", ""INTERNET_ACCESS"", ""KITCHEN"", ""INTERCOM"", ""BAR"", ""SAUNA"", ""ADULT_GAME_ROOM""]",115,2,3,2,SC,Itapema,Meia Praia,SOLLO48 LITORAL,GRUPOZAP,2025-01-11 00:00:00.000,SOLLO48 LITORAL|1900000.0|115|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),16521.739130434784,1,1,1,1,0,1,1,0,0,3,,0,0,0,0.1595238489308625,6.0,147157.43123309215,1993349.9999999998,0.7499232533344148,69618.97568263618,77538.45555045597,0.07382418101843237,0.03889856550553389,25.70788889008607,7200.0,269.0
2738796820,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-175m2-venda-RS1890000-id-2738796820/,APARTAMENTO DE LUXO COM VISTA PARA O MAR,Venda,apartamento,UNIT,1890000.0,,,1930.0,840.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""SERVICE_AREA"", ""PLAYGROUND"", ""CHILDRENS_POOL"", ""PARTY_HALL"", ""KITCHEN"", ""INTERCOM"", ""CINEMA"", ""SAFETY_CIRCUIT"", ""ADULT_GAME_ROOM""]",175,4,4,3,SC,Itapema,Meia Praia,Scheeren & Silveira Imobiliaria LTDA,GRUPOZAP,2025-01-11 00:00:00.000,Scheeren & Silveira Imobiliaria LTDA|1890000.0|175|4|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),10800.0,1,1,1,1,1,1,0,0,0,4,,0,0,0,0.1595238489308625,8.768718801996672,205694.1261656354,2055584.9999999998,0.7575894202466068,77380.73146067759,128313.3947049578,0.10006597935168597,0.06242183840851038,16.020034422178494,10080.0,57.0
2728277450,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-169m2-venda-RS2263000-id-2728277450/,Apartamento 4 suítes com lareira Meia Praia Itapema SC,Venda,apartamento,UNIT,2263000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""AIR_CONDITIONING"", ""GARDEN"", ""PLAYGROUND"", ""BARBECUE_BALCONY"", ""HEATED_POOL"", ""CHILDRENS_POOL"", ""PARTY_HALL"", ""CONCIERGE_24H"", ""RECREATION_AREA"", ""CLOSET"", ""TOYS_PLACE"", ""ADULT_POOL"", ""CINEMA"", ""GAMES_ROOM"", ""SAUNA"", ""SPA"", ""INTEGRATED_ENVIRONMENTS"", ""PANORAMIC_VIEW""]",169,5,4,3,SC,Itapema,Meia Praia,Airton Investimentos Imobiliários BC,GRUPOZAP,2025-01-11 00:00:00.000,Airton Investimentos Imobiliários BC|2263000.0|169|4|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),13390.5325443787,1,1,1,1,1,1,1,0,0,4,,0,0,0,0.1595238489308625,8.0,203943.76798426287,2412619.5,0.7575894202466068,88078.05982440308,115865.70815985979,0.08453208969929277,0.04802485769507367,20.822549987536533,10800.0,57.0
2698990090,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-praia-mar-bairros-itapema-com-garagem-64m2-venda-RS699000-id-2698990090/,APARTAMENTO A VENDA EM ITAPEMA | 2 DORMITORIOS,Venda,apartamento,UNIT,699000.0,,,,,"[""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""GOURMET_SPACE"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""CONCIERGE_24H"", ""KITCHEN"", ""ADULT_GAME_ROOM"", ""NEAR_PUBLIC_TRANSPORT"", ""ESSENTIAL_PUBLIC_SERVICES""]",64,2,2,1,SC,Itapema,Jardim Praia Mar,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,Eraci Eponina Jaques de Oliveira|699000.0|64|2|Jardim Praia Mar,jardim praia mar,Jardim Praia Mar,Jardim Praia Mar,10921.875,0,1,1,1,0,0,0,0,0,2,,0,0,0,0.2079794591003832,5.0,95235.32132114009,759373.5,0.7234832539107958,43850.976709712835,51384.34461142725,0.12541301654737766,0.0676667603115295,14.778304671246591,3420.0,0.0
2739103032,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-68m2-venda-RS780000-id-2739103032/,Apartamento 2 suítes no Morretes,Venda,apartamento,UNIT,780000.0,,,,,"[""KITCHEN""]",68,2,2,1,SC,Itapema,Morretes,CONFIARI INVESTIMENTOS IMOBILIÁRIOS,GRUPOZAP,2025-01-11 00:00:00.000,CONFIARI INVESTIMENTOS IMOBILIÁRIOS|780000.0|68|2|Morretes,morretes,Morretes,Morretes,11470.588235294115,0,0,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,5.0,108009.67415664924,843270.0,0.695937838429473,47486.713827533946,60522.960329115296,0.1280843314201255,0.07177174609450745,13.933059378034667,4200.0,51.0
2761616138,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-179m2-venda-RS4500000-id-2761616138/,Imóvel para venda possui 179 metros quadrados com 4 quartos em Meia Praia - Itapema - SC,Venda,apartamento,UNIT,4500000.0,,,22.0,22.0,"[""FURNISHED"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""AIR_CONDITIONING"", ""PARTY_HALL"", ""AMERICAN_KITCHEN""]",179,5,4,4,SC,Itapema,Meia Praia,KAIZEN BRASIL IMÓVEIS,GRUPOZAP,2025-01-11 00:00:00.000,KAIZEN BRASIL IMÓVEIS|4500000.0|179|4|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),25139.664804469274,0,0,1,0,1,0,0,1,0,4,,0,0,0,0.1595238489308625,9.0,202862.7406798377,4609050.0,0.7575894202466068,77226.95436351806,125635.78631631965,0.0440140030331278,0.027258499325526875,36.68580533571509,264.0,57.0
2769839364,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-60m2-venda-RS794700-id-2769839364/,Apartamento em Rua 402 - Morretes - Itapema/SC,Venda,apartamento,UNIT,794700.0,,,1230.0,1.0,"[""POOL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""PARTY_HALL"", ""ADULT_GAME_ROOM""]",60,2,2,1,SC,Itapema,Morretes,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,USUÁRIO NEWCORE|794700.0|60|2|Morretes,morretes,Morretes,Morretes,13245.0,1,1,1,0,1,0,0,0,0,2,,0,0,0,0.3257284929846319,4.0,109659.16417812927,848024.55,0.695937838429473,41299.96683182996,68359.1973462993,0.12931130847347433,0.08060992732615972,12.40541994230874,12.0,51.0
2681758860,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-190m2-venda-RS2100000-id-2681758860/,"Apartamento 4 dormitórios , Itapema SC",Venda,apartamento,UNIT,2100000.0,,,,,"[""POOL"", ""FURNISHED"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""LAUNDRY"", ""ESSENTIAL_PUBLIC_SERVICES"", ""NEAR_PUBLIC_TRANSPORT"", ""ADULT_GAME_ROOM""]",190,3,4,3,SC,Itapema,Andorinha,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,Eraci Eponina Jaques de Oliveira|2100000.0|190|4|Andorinha,andorinha,Meia Praia,Meia Praia (inland),11052.631578947368,1,1,1,1,0,0,0,1,0,4,,0,0,0,0.4580544642579884,10.0,176531.72632257486,2278650.0,0.5111659905117182,75832.24665866994,100699.47966390492,0.07747206737435537,0.04419260512316719,22.62822020138767,9600.0,8.0
2769184399,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tabuleiro-dos-oliveiras-bairros-itapema-com-garagem-69m2-venda-RS798730-id-2769184399/,Apartamento em Rua 607 - Tabuleiro dos Oliveiras - Itapema/SC,Venda,apartamento,UNIT,798730.0,,,1358.0,1.0,"[""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""PARTY_HALL"", ""SPORTS_COURT""]",69,2,2,1,SC,Itapema,Tabuleiro dos Oliveiras,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,USUÁRIO NEWCORE|798730.0|69|2|Tabuleiro dos Oliveiras,tabuleiro dos oliveiras,Tabuleiro dos Oliveiras,Tabuleiro dos Oliveiras,11575.797101449276,0,1,1,1,1,0,0,0,0,2,,0,0,0,0.2590425429259589,6.0,104189.18826016321,862759.845,0.7391983943446032,41063.26577914275,63125.92248102046,0.12076267673324922,0.07316743221982064,13.667282965399812,12.0,12.0
2692636065,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-70m2-venda-RS880000-id-2692636065/,APARTAMENTO PARA VENDA NO MORRETES,Venda,apartamento,UNIT,880000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""GOURMET_SPACE"", ""SERVICE_AREA"", ""CHILDRENS_POOL"", ""PARTY_HALL"", ""KITCHEN"", ""ADULT_GAME_ROOM""]",70,2,2,1,SC,Itapema,Morretes,Scheeren & Silveira Imobiliaria LTDA,GRUPOZAP,2025-01-11 00:00:00.000,Scheeren & Silveira Imobiliaria LTDA|880000.0|70|2|Morretes,morretes,Morretes,Morretes,12571.42857142857,1,1,1,1,1,0,0,0,0,2,,0,0,0,0.3257284929846319,6.0,98785.3832134981,943320.0,0.695937838429473,46571.85563890372,52213.52757459439,0.10472096766049496,0.05535081157464528,18.066582432154853,4200.0,51.0
