airbnb_listing_id,occ,rev_window,adr,nights,number_of_bedrooms,number_of_guests,listing_type,number_of_reviews,star_rating,is_professional,cleaning_fee,picture_count,min_nights,number_of_bathrooms,is_guest_favorite,can_instant_book,suburb,micro_zone,dist_beach_km,comp_300m,comp_1km,rev_annual_gross,occ_paid,bed_bucket
38262480,0.9590926908354137,123416.63129220907,1222.4187857161903,105,4,8,apartamento,45,4.869999885559082,False,250.0,34,0,3.0,True,True,Meia Praia,Meia Praia (beach band),0.0569900750702977,187,1006,247121.3087294923,0.8631834217518723,4
38319706,0.542866737021816,34192.11166489434,580.8451542944068,105,3,7,apartamento,40,5.0,False,350.0,29,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.2791358648562415,156,973,68464.02542658795,0.4885800633196344,3
38447436,0.0546529037801166,6170.132783551421,996.0346807091735,105,3,7,apartamento,19,4.840000152587891,True,350.0,26,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.0301684830957701,254,1345,12354.666243448397,0.04918761340210494,3
38514587,0.17905585593145387,17860.871529333435,890.5252791545279,105,4,7,apartamento,9,5.0,False,300.0,16,0,3.0,False,False,Meia Praia,Meia Praia (inland),0.3963261239991215,231,1444,35763.42913563902,0.16115027033830848,4
38616586,0.9127206028057234,40152.46771072715,416.6766976495342,105,3,8,apartamento,7,5.0,False,300.0,19,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.3065804597029894,384,1613,80398.64858975419,0.8214485425251511,3
38638326,0.6194281960088348,45716.54335955903,684.7476445489971,105,3,6,apartamento,106,4.980000019073486,False,300.0,33,0,3.0,True,False,Meia Praia,Meia Praia (inland),0.586729092635027,263,1824,91539.78606703381,0.5574853764079514,3
38693604,0.7813712499336893,52864.814711553474,635.1984742505854,105,3,8,apartamento,20,4.849999904632568,False,300.0,17,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.1809576190760809,340,1679,105853.01235722439,0.7032341249403204,3
38695314,0.8417660224962294,53971.866965957146,604.4657214849665,105,3,9,apartamento,62,4.849999904632568,False,200.0,20,0,3.0,True,False,Meia Praia,Meia Praia (inland),0.6354746082284007,211,1421,108069.70065179009,0.7575894202466065,3
38730549,0.6531789108429817,59984.50129166388,854.2233023619723,105,3,8,apartamento,37,4.96999979019165,True,300.0,58,0,3.0,True,False,Meia Praia,Meia Praia (inland),0.536263152971192,209,1625,120109.00238870531,0.5878610197586835,3
38800430,0.9572422241991433,41428.62820500111,411.0882772317251,105,3,7,apartamento,53,4.980000019073486,False,150.0,40,0,2.0,True,True,Meia Praia,Meia Praia (inland),0.405749360846088,327,1956,82953.94805135732,0.861518001779229,3
38852725,0.8141732046155117,47762.92136892179,552.0233294296928,105,3,8,apartamento,44,4.980000019073486,False,200.0,25,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1795149855552117,376,1836,95637.31819486868,0.7327558841539605,3
38899673,0.5510600317862983,34243.319708051546,573.443998310439,105,2,4,apartamento,7,5.0,False,245.0,30,0,1.0,False,False,Morretes,Morretes,0.3850246655380134,197,792,68566.5610290427,0.49595402860766846,2
38957661,0.9037263835541288,54851.53558930501,574.5449875680873,105,3,8,apartamento,23,4.829999923706055,False,350.0,23,0,3.0,True,False,Meia Praia,Meia Praia (inland),0.3945360755331666,411,1799,109831.09098609035,0.813353745198716,3
38980085,0.37864677498018856,42022.19121278368,1009.3088741778605,105,3,8,apartamento,13,5.0,False,350.0,16,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.1365812203857247,231,1147,84142.45940319732,0.3407820974821697,3
39007372,0.14624765781585647,18483.760567981157,1124.788847288135,105,3,6,apartamento,9,5.0,False,250.0,15,0,3.0,False,False,Meia Praia,Meia Praia (inland),0.694611052383982,194,1546,37010.660994199694,0.13162289203427083,3
39051477,0.17058755303816234,29998.88075011886,1568.6943976886512,105,4,10,apartamento,10,4.800000190734863,False,450.0,41,0,4.0,False,False,Meia Praia,Meia Praia (beach band),0.1001403279741689,382,1959,60067.77687714549,0.1535287977343461,4
39059902,0.3802419916218808,20526.673714104465,491.0205946458202,105,3,8,apartamento,14,4.860000133514404,False,200.0,21,0,2.0,False,True,Meia Praia,Meia Praia (inland),0.5750659497516877,110,1495,41101.25530879712,0.34221779245969275,3
39109062,0.6400379708275716,109825.21587665592,1594.51620714786,105,4,12,apartamento,12,4.920000076293945,False,450.0,43,0,4.0,False,False,Meia Praia,Meia Praia (beach band),0.3041179229933812,389,1458,219906.7564458106,0.5760341737448145,4
39145712,0.961783616902703,83022.5154635724,820.1604015448829,105,3,8,apartamento,166,4.900000095367432,False,150.0,72,0,2.0,True,True,Morretes,Morretes,0.030148689817918,94,695,166238.79991340908,0.8656052552124327,3
39316910,0.9838801672153893,76866.82572869984,743.319343386144,105,4,10,apartamento,52,4.789999961853027,False,300.0,30,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.0244761546611728,230,1216,153913.05347642594,0.8854921504938503,4
39363955,0.8452082756141203,38298.48565398725,427.2813058436662,105,2,7,apartamento,6,5.0,False,200.0,18,0,1.0,False,False,Meia Praia,Meia Praia (beach band),0.2954024268286179,375,1379,76686.35740642252,0.7606874480527083,2
39394196,0.9674856625984336,43164.93677081699,424.0547925692966,105,3,8,apartamento,16,4.809999942779541,False,300.0,25,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.287521491548333,262,1223,86430.61761080052,0.8707370963385903,3
39394644,0.37864677498018856,32546.863841934268,781.7259774956586,105,3,8,apartamento,5,5.0,False,300.0,26,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.0715116524348706,222,1785,65169.68988252657,0.3407820974821697,3
39414948,0.8038702821231061,53049.24360329658,620.5400848540911,105,3,8,apartamento,72,4.960000038146973,False,250.0,15,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1129212611442232,380,1941,106222.30058538204,0.7234832539107955,3
39420557,0.9370074565489294,72289.32352300444,731.8660657449884,105,3,8,apartamento,7,5.0,False,250.0,17,0,3.0,True,False,Meia Praia,Meia Praia (inland),0.5159410298207804,285,1902,144747.36548170756,0.8433067108940364,3
39507664,0.9533975140604287,47446.95349564559,472.5911307981066,105,4,8,apartamento,50,4.840000152587891,False,275.0,32,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.1061694707209541,218,1154,95004.64500047875,0.8580577626543858,4
39583346,0.9087751634211989,55925.57310869015,582.7310610654408,105,3,6,apartamento,60,4.980000019073486,False,250.0,82,0,3.0,True,True,Meia Praia,Meia Praia (beach band),0.3043162700787475,424,1832,111981.67275644036,0.8178976470790791,3
39629644,0.9652218076314295,43987.34946457483,433.08639879612144,105,3,6,apartamento,84,4.949999809265137,False,350.0,23,0,2.0,True,True,Meia Praia,Meia Praia (inland),0.6499121708773377,199,1836,88077.3624544188,0.8686996268682866,3
39635217,0.9827122020863206,51601.17097429024,499.55171444808707,105,3,9,apartamento,46,4.960000038146973,False,350.0,27,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.0777859086545597,328,1891,103322.77562291459,0.8844409818776886,3
39685785,0.7773576250295698,46148.33791036373,557.2033531166259,105,2,7,apartamento,125,4.940000057220459,False,220.0,31,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1377862614584616,278,1229,92404.3829481825,0.6996218625266128,2
39715668,0.8300804282061227,22613.72978851498,256.6287325048567,105,2,4,apartamento,18,4.940000057220459,False,200.0,15,0,1.0,True,False,Casa Branca,Casa Branca,0.8464758226760956,23,617,45280.238506604765,0.7470723853855105,2
39745810,0.2682656586293075,72242.36689277299,2424.5354928619035,105,4,8,apartamento,0,0.0,False,700.0,0,0,5.0,False,False,Meia Praia,Meia Praia (beach band),0.1196889819243544,309,1337,144653.3426276171,0.24143909276637676,4
39820601,0.9365793291332424,39646.63068789455,401.5599429717707,105,2,6,apartamento,23,4.739999771118164,True,200.0,16,0,2.0,False,False,Meia Praia,Meia Praia (inland),0.5114946277938842,215,1330,79385.79395438288,0.8429213962199181,2
39837626,0.9674856625984336,51378.884801315886,504.74908494697223,105,3,6,apartamento,22,5.0,False,350.0,18,0,3.0,True,False,Meia Praia,Meia Praia (inland),0.3737795214729513,302,1560,102877.68447593754,0.8707370963385903,3
39972515,0.8417660224962294,33114.841832946964,370.87445526089476,105,2,6,apartamento,140,4.829999923706055,False,200.0,22,0,1.0,True,False,Meia Praia,Meia Praia (inland),0.4215258886388369,367,1993,66306.97148711259,0.7575894202466065,2
40023421,0.3786467749801882,20448.62789910833,491.1448215259275,105,2,6,apartamento,11,4.730000019073486,False,280.0,48,0,2.0,False,False,Morretes,Morretes,0.3114611081277216,202,831,40944.98152510389,0.3407820974821694,2
40039627,0.5591365501312918,20246.960947886902,334.37740124564385,105,1,3,apartamento,504,4.840000152587891,True,35.0,8,0,1.0,False,True,Centro,Centro,0.3844686140637402,103,586,40541.176945514206,0.5032228951181626,1
40191152,0.41666616809323354,85546.55786007426,1873.4676701343265,105,4,10,apartamento,6,5.0,False,250.0,35,0,5.0,False,True,Meia Praia,Meia Praia (inland),0.3986500018775675,356,1533,171292.7756521849,0.3749995512839102,4
40209404,0.7066227411769445,26718.386762804268,353.1084568831245,105,1,4,apartamento,373,4.860000133514404,True,35.0,7,0,1.0,False,True,Centro,Centro,0.3739751042112991,98,573,53499.132449434655,0.63596046705925,1
40246675,0.929416286412893,36298.669645271446,370.31451911625606,105,2,7,apartamento,38,4.820000171661377,False,150.0,19,0,1.0,True,True,Meia Praia,Meia Praia (beach band),0.2532962271916075,433,1995,72682.05795247013,0.8364746577716037,2
40250642,0.500214818108402,52512.5974562193,964.7622725916343,105,3,6,apartamento,25,4.880000114440918,False,350.0,22,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.2617548876008421,468,1941,105147.75579509049,0.45019333629756175,3
40320100,0.5207216675649113,47034.45583793221,831.4896530911869,105,2,5,apartamento,25,4.960000038146973,False,0.0,12,0,2.0,True,False,Morretes,Morretes,0.0555373549797992,21,471,94178.68694316775,0.4686495008084202,2
40342798,0.47336838660674996,35156.11898085935,680.9912452525625,105,3,6,apartamento,14,5.0,False,300.0,25,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.2276855853087278,354,1519,70394.28998697801,0.42603154794607495,3
40351988,0.8651038936651488,36575.95509154459,399.2084947090587,105,3,7,apartamento,35,4.909999847412109,False,200.0,17,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1297144750717068,418,1948,73237.27601066213,0.7785935042986339,3
40371384,0.2806102896066911,18168.25905163903,583.5950905268681,105,1,6,apartamento,343,4.829999923706055,True,60.0,7,0,1.0,False,True,Centro,Centro,0.1965742656618666,198,644,36378.92160212371,0.252549260646022,1
40391575,0.9911137436069279,798639.9868006923,7670.091975234004,105,2,4,apartamento,46,4.78000020980835,False,190.0,9,0,2.0,False,True,Morretes,Morretes,0.5633056885379241,145,845,1599143.945799389,0.8920023692462352,2
40400432,0.6339229057971574,40608.05518497994,594.985218153241,105,3,8,apartamento,34,4.820000171661377,False,250.0,50,0,2.0,False,False,Ilhota,Ilhota,0.0198233462666564,21,41,81310.88684888757,0.5705306152174416,3
40449599,0.732553764634473,48598.28221886787,620.7001325286319,105,3,8,apartamento,34,4.849999904632568,False,300.0,72,0,3.0,True,True,Meia Praia,Meia Praia (beach band),0.2882699000026514,316,1503,97309.98957099211,0.6592983881710257,3
40532740,0.9205567197618078,34945.38714357677,359.7353837070201,105,2,6,apartamento,28,4.960000038146973,False,200.0,20,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.230744190003915,455,1915,69972.33447842953,0.8285010477856269,2
40560834,0.3786467749801882,29493.940408088343,708.3994177652647,105,2,9,apartamento,293,4.860000133514404,True,60.0,16,0,2.0,True,True,Centro,Centro,0.2763638889472338,190,616,59056.71769617127,0.3407820974821694,2
40777141,0.9948585830283535,140290.0295738402,1342.575686076945,105,3,8,apartamento,20,4.800000190734863,True,350.0,30,0,4.0,True,False,Meia Praia,Meia Praia (beach band),0.0713969777436412,277,1502,280907.48667335487,0.8953727247255182,3
40892344,0.847289819587209,42363.79113246536,471.54101688366785,105,3,8,apartamento,38,4.820000171661377,False,350.0,42,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.1618155587993382,421,1933,84826.45651387649,0.762560837628488,3
40899047,0.9199465228957516,33306.94980997681,343.08293254777817,105,2,6,apartamento,57,4.960000038146973,False,230.0,22,0,2.0,True,False,Meia Praia,Meia Praia (inland),0.9527161717427916,62,1469,66691.63580831407,0.8279518706061765,2
40910065,0.2847555386568057,18993.675323315034,601.4592221351531,105,0,8,apartamento,10,5.0,False,300.0,28,0,1.0,False,False,Meia Praia,Meia Praia (inland),0.6907327282758448,201,1721,38031.68061172787,0.2562799847911251,0
40960741,0.42709796391233773,13562.094922377779,290.01752661771866,105,1,4,apartamento,12,4.5,False,200.0,29,0,1.0,False,False,Meia Praia,Meia Praia (inland),0.5877245771355706,252,1844,27155.842865265182,0.38438816752110394,1
40971559,0.9513993586194427,71091.85629524401,709.5018290670521,105,3,8,apartamento,10,4.900000095367432,False,300.0,17,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.1803226631486631,449,1912,142349.63621794086,0.8562594227574984,3
41141790,0.9668800253393732,67788.40866539614,666.3490802658266,105,3,8,apartamento,10,4.900000095367432,False,330.0,24,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.0442353514708944,276,1793,135735.03093290032,0.870192022805436,3
41147466,0.9253598856249613,62322.80606114365,638.4309802308918,105,0,6,apartamento,42,4.860000133514404,False,300.0,18,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.1215209879101277,347,1817,124791.06937426506,0.8328238970624652,0
41193865,0.8360327917197049,40173.69222165253,452.8416704465523,105,3,7,apartamento,46,4.71999979019165,False,250.0,29,0,2.0,False,False,Meia Praia,Meia Praia (inland),0.3967245853638082,407,1929,80441.14714819081,0.7524295125477344,3
41227471,0.5510600317862983,41198.98395557125,689.9246418639559,105,3,7,apartamento,34,5.0,False,300.0,16,0,2.0,True,False,Meia Praia,Meia Praia (inland),0.356224059558034,413,1998,82494.12357821203,0.49595402860766846,3
41260111,0.45500431110780176,93647.87975799816,1884.287973074365,105,4,11,apartamento,6,5.0,False,400.0,47,0,3.0,False,False,Meia Praia,Meia Praia (beach band),0.1497869146245503,326,1629,187514.32739032758,0.4095038799970216,4
41270247,0.9827122020863206,71497.7400405083,692.1706996570892,105,3,9,apartamento,18,4.889999866485596,False,250.0,21,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.0883139774230339,289,1325,143162.35101392533,0.8844409818776886,3
41285546,0.300112093696549,19488.933577567634,586.397125142998,105,3,8,apartamento,37,4.96999979019165,False,200.0,25,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.2791999413426677,197,1123,39023.35301980236,0.2701008843268941,3
41404141,0.7929502547481149,63103.95496856444,747.7562869119118,105,3,6,apartamento,5,5.0,False,180.0,20,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.0752065174483758,314,1846,126355.19033829776,0.7136552292733034,3
41473656,0.9753311809026424,89536.54569035886,872.963859773598,105,4,10,apartamento,43,4.880000114440918,False,270.0,37,0,3.0,True,True,Meia Praia,Meia Praia (beach band),0.0902285868763929,334,1896,179282.06367690934,0.8777980628123782,4
41478160,0.9591873409129883,43517.82856267394,430.9960301591224,105,2,6,apartamento,7,5.0,False,200.0,18,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.3378609198672066,408,1996,87137.224820303,0.8632686068216895,2
41493620,0.10975729049462005,9610.030847671302,776.5106851698371,105,2,4,apartamento,7,5.0,False,300.0,24,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.166875547104728,358,1589,19242.490863200554,0.09878156144515804,2
41532894,0.7560595763635635,63412.37107360711,786.0425677901698,105,3,10,apartamento,119,4.820000171661377,False,300.0,35,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1550960628113486,390,1584,126972.74237089977,0.6804536187272071,3
41533462,0.5093112774466906,33084.683218070764,597.4249196839882,105,3,10,apartamento,82,4.789999961853027,False,300.0,20,0,3.0,False,False,Meia Praia,Meia Praia (beach band),0.1512165530629545,404,1975,66246.58386917454,0.4583801497020215,3
41590719,0.7560595763635635,34989.752416072246,433.72348912086244,105,2,6,apartamento,58,4.929999828338623,False,250.0,22,0,1.0,True,False,Meia Praia,Meia Praia (inland),0.5197830537283913,92,1085,70061.1685689928,0.6804536187272071,2
41676390,0.21444150349795338,14976.658595900777,625.6088369389253,105,2,6,apartamento,20,4.949999809265137,False,250.0,45,0,2.0,False,False,Meia Praia,Meia Praia (inland),0.5513510857906625,206,1337,29988.2717091099,0.19299735314815805,2
41682475,0.9053292329579051,49033.26868617747,512.745227354526,105,3,8,apartamento,7,5.0,False,200.0,16,0,2.0,False,True,Meia Praia,Meia Praia (beach band),0.3286085610239185,343,1569,98180.97773486977,0.8147963096621146,3
41702158,0.9345506670946035,143490.84489451547,1456.3102712086654,105,4,12,apartamento,59,4.949999809265137,False,400.0,22,0,3.0,True,True,Meia Praia,Meia Praia (beach band),0.0876091699073465,164,876,287316.58780311985,0.8410956003851432,4
41761142,0.9332952443589684,38367.613384475444,389.8913116284245,105,2,6,apartamento,60,4.769999980926514,False,170.0,20,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.1655386476148658,329,1629,76824.77420688838,0.8399657199230716,2
41769298,0.6720096971976678,78717.42977589706,1091.1205282962935,105,3,10,apartamento,35,4.889999866485596,False,250.0,28,0,2.0,False,True,Meia Praia,Meia Praia (beach band),0.0118633267676318,310,1851,157618.58075662437,0.604808727477901,3
41786765,0.9860372087002044,33133.4364070606,319.74951820029503,105,3,8,apartamento,32,4.840000152587891,False,500.0,1,0,3.0,False,True,Meia Praia,Meia Praia (beach band),0.0988249475944257,234,1169,66344.20403382949,0.8874334878301839,3
41883230,0.8332480592604603,47211.95715167133,533.8558305481745,105,3,7,apartamento,5,5.0,False,300.0,1,0,3.0,False,False,Meia Praia,Meia Praia (beach band),0.1163287085533403,325,1812,94534.1038468147,0.7499232533344143,3
41888100,0.46515472383395995,27667.760875269858,545.0237555113315,105,2,6,apartamento,126,4.869999885559082,False,250.0,39,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.0288240970616468,261,1399,55400.09644990974,0.41863925145056397,2
42003334,0.7648315909623111,54014.79234735745,662.2834329989929,105,3,8,apartamento,30,4.929999828338623,False,300.0,42,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.2375906819369832,456,1988,108155.65159955368,0.6883484318660801,3
42013117,0.9609308124217402,52078.40491083971,514.8996501434001,105,2,6,apartamento,20,5.0,False,350.0,1,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.2117615843144225,382,1751,104278.35732803342,0.8648377311795662,2
42138941,0.5380538674978392,69383.93458168353,1188.7538723850596,105,2,4,apartamento,19,4.949999809265137,False,150.0,18,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.0673746113673086,294,1793,138929.80661601893,0.4842484807480553,2
42335961,0.5749340067128801,37794.22917822461,607.7820031654074,105,3,8,apartamento,17,4.940000057220459,False,250.0,27,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1500747600984126,401,1970,75676.66755408209,0.5174406060415921,3
42362925,0.6839898811871494,80094.53180294325,1091.7338202653636,105,4,8,apartamento,175,4.940000057220459,False,495.0,112,0,4.0,True,True,Meia Praia,Meia Praia (inland),0.5219524573462235,246,1950,160375.99887454358,0.6155908930684345,4
42515348,0.9477988921871324,93138.79154084079,932.850712987722,105,4,12,apartamento,28,5.0,False,250.0,33,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.3143666644987273,409,1890,186494.9627782371,0.8530190029684191,4
42588365,0.9280844170716495,49603.12260731418,506.7279686140003,105,3,6,apartamento,130,4.920000076293945,False,250.0,91,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.209017457036909,452,1918,99322.015577999,0.8352759753644845,3
42625075,0.8360327917197049,102651.37317023976,1157.096018050084,105,3,8,apartamento,31,4.769999980926514,False,200.0,29,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.2265928101682385,390,1735,205542.32776494938,0.7524295125477344,3
42704327,0.567094918822028,74042.90530443567,1206.418720215468,105,3,8,apartamento,9,5.0,False,300.0,18,0,3.0,False,False,Centro,Centro,0.1309918463256118,161,659,148258.62178690892,0.5103854269398252,3
42709234,0.5171534320220074,37162.96362510173,661.3181117207918,105,3,8,apartamento,12,4.920000076293945,False,300.0,20,0,3.0,False,False,Centro,Centro,0.2858549060821561,176,743,74412.66311634777,0.46543808881980664,3
42735835,0.9904286898014161,28945.513617549313,278.1715411940937,105,2,5,apartamento,87,4.849999904632568,False,250.0,40,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.050358692342665,272,1362,57958.584123724,0.8913858208212745,2
42788291,0.7743681268615978,50054.52353596019,606.5737190987808,105,3,7,apartamento,43,4.880000114440918,False,200.0,17,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.1582030401627983,271,1212,100225.87097480199,0.6969313141754381,3
42841323,0.9788181757579518,57546.22091025986,559.1869567545243,105,1,4,apartamento,36,5.0,False,300.0,31,0,1.0,True,False,Centro,Centro,0.0563999327488082,142,739,115226.75084291997,0.8809363581821567,1
43300431,0.21136269698218563,55126.83897419531,2335.632237104985,105,4,10,apartamento,13,4.690000057220459,False,250.0,24,0,3.0,False,False,Meia Praia,Meia Praia (beach band),0.1126848185800915,156,660,110382.34029551825,0.19022642728396708,4
43379132,0.9788181757579518,48782.536872887125,474.0286660918103,105,2,5,apartamento,48,4.980000019073486,False,250.0,18,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.0743981679080324,277,1643,97678.9289170429,0.8809363581821567,2
43499385,0.6262024196781109,43020.68694554214,637.7297466228509,105,2,5,apartamento,67,4.96999979019165,False,200.0,32,0,3.0,True,False,Ilhota,Ilhota,0.2127234887882823,8,50,86141.7812908274,0.5635821777102998,2
43712530,0.9716256811809705,64043.64217892585,626.6495923375074,105,3,7,apartamento,15,5.0,False,400.0,42,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.1231993269649813,162,816,128236.75792598428,0.8744631130628735,3
43754654,0.3590708071855582,36236.7421177588,916.1976461598892,105,3,8,apartamento,12,5.0,False,390.0,28,0,3.0,False,False,Centro,Centro,0.1860540832119337,254,759,72558.05836274648,0.3231637264670024,3
44075219,0.9913788646324903,206115.47896850223,1979.0240825029439,105,3,8,apartamento,17,4.880000114440918,,0.0,16,0,3.0,False,,Centro,Centro,0.0961844184280582,111,449,412712.01764942217,0.8922409781692412,3
44153810,0.8738743464297509,20624.869080488726,222.9803055030387,105,2,4,apartamento,35,4.909999847412109,False,200.0,58,0,1.0,True,False,Alto Sao Bento,Alto Sao Bento,0.8502849866899178,69,473,41297.87522296895,0.7864869117867759,2
44192417,0.9092281561360545,33182.52888679973,345.5918531440032,105,2,7,apartamento,6,5.0,False,250.0,14,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.3266779144071922,434,1925,66442.50357186489,0.8183053405224491,2
44369632,0.9968290406981279,66674.39064777803,636.8899434484711,105,3,8,apartamento,44,4.889999866485596,False,190.0,24,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.0750227004597905,365,1890,133504.3948542813,0.8971461366283152,3
44425260,0.674197171213507,38633.86222059199,533.8623495219708,105,2,8,apartamento,6,5.0,False,350.0,11,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.2770891206722343,474,1939,77357.89328605887,0.6067774540921563,2
44890294,0.9940613678997211,54823.67753161942,525.0576066275036,105,3,7,apartamento,80,4.949999809265137,,0.0,24,0,2.0,True,,Meia Praia,Meia Praia (beach band),0.0301048218205433,319,1870,109775.30985187979,0.894655231109749,3
44895797,0.994522819030821,65762.8532965004,629.5500068109777,105,3,7,apartamento,65,4.880000114440918,False,179.0,18,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.1019600855837878,343,1866,131679.19268464664,0.8950705371277389,3
45002455,0.9760459657179731,41475.15876673106,404.0965578165819,105,2,5,apartamento,52,4.650000095367432,False,300.0,32,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.2448804406041236,427,1954,83047.11777402945,0.8784413691461758,2
45184991,0.6597223834025332,46017.495115143094,649.1424862067923,105,2,5,apartamento,123,4.809999942779541,True,200.0,33,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.2226193026872773,406,1602,92142.3919794273,0.5937501450622799,2
45350304,0.46781673505470217,36057.34681347851,706.4063299125036,105,3,8,apartamento,13,5.0,False,500.0,23,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.3171771119323587,425,1966,72198.84905757022,0.421035061549232,3
45382246,0.9127206028057234,57054.80964434105,592.0784206564597,105,5,12,apartamento,32,4.630000114440918,False,250.0,30,0,4.0,False,False,Centro,Centro,0.1203033923768268,92,426,114242.78139012598,0.8214485425251511,4
45480718,0.9930434785544563,35682.13865916864,342.06397973711347,105,3,8,apartamento,34,4.760000228881836,False,250.0,20,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.3258026225449021,412,1798,71447.55703826774,0.8937391306990107,3
45512442,0.6824875065487926,44550.16244552742,608.5130315291198,105,4,8,apartamento,20,4.800000190734863,False,250.0,24,0,2.0,False,False,Centro,Centro,0.045919480850638,69,425,89204.30198409734,0.6142387558939134,4
45513430,0.2682656586293075,24163.822344120537,810.9651917065112,105,3,8,apartamento,14,4.860000133514404,False,250.0,36,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.2814447189750607,309,1413,48384.041429941164,0.24143909276637676,3
45531969,0.9461658378471567,75498.43572740859,757.3969807329413,105,3,8,apartamento,31,5.0,False,300.0,40,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1261905497370381,312,1507,151173.07974330077,0.8515492540624411,3
45621607,0.6955236044456868,27060.201340182903,363.03781827635817,105,2,4,apartamento,9,5.0,False,180.0,7,0,1.0,False,False,Meia Praia,Meia Praia (inland),0.5397239026989635,160,1248,54183.559376504396,0.6259712440011181,2
45687710,0.44650126234312965,20231.382625144914,414.5268456022477,105,2,6,apartamento,11,4.909999847412109,False,130.0,12,0,1.0,True,False,Meia Praia,Meia Praia (beach band),0.1494686954659441,162,639,40509.983941269136,0.4018511361088167,2
45711835,0.9942227562232657,86014.61150948267,823.6540520308714,105,4,10,apartamento,17,4.940000057220459,False,280.0,33,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.118396242265953,332,1469,172229.97535684673,0.8948004806009392,4
45726200,0.9104044711769275,143450.33758879994,1492.2001927112567,105,3,11,apartamento,15,5.0,True,350.0,32,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.0243473648009778,215,1450,287235.4786503524,0.8193640240592347,3
45768161,0.5261365797751546,39373.97902067394,689.2062534114305,105,3,6,apartamento,22,4.820000171661377,False,300.0,9,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.2673689715253716,439,1993,78839.85426922566,0.47352292179763916,3
45780750,0.9870211693572291,105546.38122653696,1017.6069144578589,105,3,6,apartamento,26,4.960000038146973,,0.0,56,0,2.0,False,,Meia Praia,Meia Praia (beach band),0.2050639589925452,405,1896,211339.10063230078,0.8883190524215062,3
45803876,0.7813712499336893,45776.983897552316,550.0344697351989,105,3,7,apartamento,40,5.0,False,260.0,35,0,3.0,True,False,Meia Praia,Meia Praia (inland),0.4222603426193216,210,1456,91660.80820718486,0.7032341249403204,3
45822839,0.7120132721769489,36976.50629739807,485.16979333306074,105,2,5,apartamento,8,5.0,False,150.0,8,0,1.0,False,True,Meia Praia,Meia Praia (beach band),0.041014549438829,119,515,74039.31328203544,0.640811944959254,2
